CVC Name,Website,CVC Description,Company,Country,unmatched_flag,canonical_company,match_company,category
InMotion Ventures,https://www.inmotionventures.com,"InMotion Ventures is the investment arm of JLR and a core component of the company’s Open Innovation programme, investing globally from pre-seed to Series A in climate, industrial and enterprise technologies that accelerate the Reimagine strategy while supporting early-stage teams through critical market and product validation.

Its mandate spans climate innovations that facilitate carbon net-zero outcomes across supply chains, products and operations, alongside industrial technologies and enterprise solutions at the application, infrastructure and deep tech layers, including smart grids, advanced materials and AI-enabled systems.

Portfolio companies receive patient capital coupled with JLR-linked domain expertise, operational experience, strategic resources and partnership opportunities—over 90% engage directly with the parent—and founders tap a curated network that reaches JLR, Tata Group stakeholders, fellow investors and enterprise customers; illustrative investments include Ascend Elements, Gen Phoenix, ChipFlow and ev.energy.",Jaguar Land Rover,United Kingdom,,,Jaguar Land Rover,
JAL Innovation Fund,https://www.jal.co.jp/jp/en/,"Japan Airlines Innovation Fund is the corporate venture vehicle of Japan Airlines, created to move quickly with startups that improve passenger experiences, extend JAL's mobility offerings, and turn the airline's assets into new services that benefit customers and society.

It concentrates on three future-focused themes—Next Mobility spanning electric seagliders, MaaS, and drones; Life covering regional revitalization, digital experiences, and NFTs; and Sustainability targeting food tech, energy, and decarbonization initiatives.

The fund supports co-creation through business contests and other open-innovation programs run from hubs in Silicon Valley and Tokyo, giving portfolio teams access to JAL's network and operational resources. Portfolio highlights include PowerX, REGENT, and Captura.",Japan Airlines,Japan,,,Japan Airlines,"Circular Economy, Industrial Decarbonization"
JetBlue Ventures,http://www.jetblueventures.com,"JetBlue Ventures, recently rebranded as SKY VC after its May 2025 acquisition by aviation asset manager SKY Leasing, continues to invest in early-stage startups transforming travel and transportation while maintaining JetBlue as a strategic partner to extend airline expertise and market access to founders.

The team targets enterprise technologies that update travel infrastructure and frontier innovations that can reshape mobility, backing founders with connections to more than 100 industry partners, proof-of-concept design, go-to-market support, fundraising guidance, and shared resources such as office space and portals; portfolio examples include Tomorrow.io and Joby.",JetBlue Airways,United States,,,JetBlue Airways,
JLL Spark,https://spark.jll.com/,"JLL Spark is the corporate venture arm of Jones Lang LaSalle, created to harness external innovation for JLL and its clients by investing in early-stage technologies that can be scaled through the firm’s global real estate platform.

The fund concentrates on data-rich solutions advancing sustainability across financial technology, construction technology, smart buildings, future of work and industrial automation, reflecting a thesis that blends operational intelligence with lower-emission outcomes in the built environment.

Portfolio companies gain access to JLL’s extensive client network plus growth and innovation teams that co-develop go-to-market plans, nurture reseller pathways and enable pilots, support that has helped firms such as VergeSense and Safehub expand globally.",JLL,United States,,,JLL,"Mobility & Logistics, Circular Economy, Industrial Decarbonization"
Johnson & Johnson Development Corporation,https://jnjinnovation.com/,"Johnson & Johnson Development Corporation (JJDC) is the venture capital arm of Johnson & Johnson, mandated to create opportunities aligned with the strategic needs of the parent while surfacing emerging healthcare technologies across medical devices, diagnostics, pharmaceuticals and consumer health.

It prioritizes companies addressing significant unmet medical needs with defensible IP and executable commercialization plans, often in areas like neurodegeneration and microbiome-driven immunology where JJDC pairs capital with Johnson & Johnson Innovation teams based in Boston, California, London and Shanghai to structure collaborations through one-stop access to scientific and deal-making expertise.

Representative investments include Rodin Therapeutics for novel CNS therapies, Vedanta Biosciences advancing microbiome medicines for autoimmune and inflammatory disease, and Merus developing bispecific oncology antibodies, illustrating JJDC’s emphasis on transformational therapeutics that complement Johnson & Johnson’s pipeline.",Johnson & Johnson,United States,,,Johnson & Johnson,
JCI Ventures,http://www.johnsoncontrols.com/ventures,"Johnson Controls operates JCI Ventures to back startups whose technologies advance smarter, more secure and energy-efficient buildings, extending the parent’s strategy of delivering intelligent environments across sectors worldwide.

Its investment vectors target healthy buildings, core product and technology innovations, decarbonization and sustainability, smart and digital building solutions, field service improvements, and performance and efficiency gains that align with Johnson Controls’ growth priorities.

Portfolio companies gain access to Johnson Controls’ global resources and installed customer base, with partnerships highlighted across startups such as Alcatraz AI, Audette, Artisight and Carbon Lighthouse that reflect its building-technology focus.",Johnson Controls International (JCI),Ireland,,,Johnson Controls International (JCI),"Water & Resource Resilience, Industrial Decarbonization, Circular Economy"
Kanematsu Ventures,https://www.kanematsu.co.jp/en/business/growth-strategy-office/kgv,"Kanematsu Corporation operates Kanematsu Ventures, established in 2018 in Silicon Valley to serve as an innovation hub that scouts startups, channels external technology, and supports the creation of new businesses aligned with the company’s strategic growth agenda.

The unit prioritizes decarbonization and climate technologies, agritech, cybersecurity, new materials, aerospace, automotive, and food tech opportunities, leveraging Kanematsu’s global networks across venture capital, academia, research institutes, and government sources; it guides partners from technology search through commercialization, easing cross-cultural collaboration with the group’s business teams.

Illustrative investments include Skyports for advanced air mobility infrastructure and drone logistics, CARBON FLY for high-performance carbon nanotube materials, and Samsara Eco to commercialize enzymatic plastics recycling solutions.",Kanematsu,Japan,1.0,Kanematsu Corporation,Kanematsu Corporation,
KDDI Open Innovation Fund,https://www.kddi.com,"KDDI Corporation runs the KDDI Open Innovation Fund alongside Global Brain to discover new business opportunities that can spark the telecom group’s next waves of growth, backing startups capable of co-creating businesses tightly linked to KDDI’s core operations.

The multi-fund platform concentrates on AI, DeepTech and adjacent fields where KDDI brings distinctive expertise, spanning IoT, data marketing, fintech, B2B SaaS and entertainment, and complements capital with structured co-creation programs that draw on KDDI group capabilities for the 5G era.

By pairing KDDI’s network assets, customer channels and initiatives such as KDDI ∞ Labo with Global Brain’s venture support, the fund accelerates collaborative commercialization and market access for portfolio companies, exemplified by investments in MODE’s industrial IoT stack, Groq’s AI inference systems and 10X’s retail digital transformation platform.",KDDI,Japan,,,KDDI,
Kering Ventures,https://www.kering-ventures.com/,"Kering Ventures is the venture investment arm of Kering, acquiring minority stakes to back emerging leaders at the intersection of technology, commerce, and culture for next-generation luxury consumers. It targets early-stage brands and technologies in consumer industries, with a particular emphasis on fashion, beauty, and lifestyle solutions that reshape customer experiences.

The fund pairs capital with access to Kering’s Houses and global network, helping founders unlock pilots, business opportunities, and luxury expertise; its backing of biomaterials specialist SQIM—whose ephea mycelium fabrics were developed alongside Balenciaga—illustrates how the CVC connects startups to strategic assets to scale sustainable innovation.",Kering Group,France,,,Kering Group,
Kirin Health Innovation Fund,https://www.kirinholdings.com/en/,"The Kirin Health Innovation Fund is the corporate venture vehicle of Kirin Holdings, created with Global Brain to back startups worldwide that tackle health issues and advance the group's Vision 2027 ambition to deliver shared value from food and beverages to pharmaceuticals.

Its portfolio signals priority themes such as microbial data-powered biomanufacturing through bitBiome, AI-enabled single-cell analytics for regenerative medicine via ThinkCyte, epigenomic diagnostics and biological age insights with Rhelixa, and non-invasive neuromodulation wearables for essential tremor from Cala Health.

Kirin deploys the fund to pair startup innovations with its fermentation, biotechnology, and broader health science assets while Global Brain mobilizes corporate resources and networks, creating collaboration paths to scale new health businesses and customer experiences.",Kirin Holdings Company,Japan,,,Kirin Holdings Company,
Koch Disruptive Technologies,https://www.kochdisruptivetechnologies.com,"Koch Disruptive Technologies (KDT) is the corporate venture arm of Koch Industries, created to partner with principled entrepreneurs and unlock long-term potential for disruptive companies and Koch through a mutual-benefit, long-term investing philosophy.

The team invests in a stage-agnostic, thematic portfolio spanning healthcare, supply chain and manufacturing, cybersecurity, semiconductors, connectivity, fintech, enterprise software, and energy, selecting companies whose technologies can augment or expand Koch’s capabilities.

Via Koch Labs®, KDT connects founders to Koch’s global operational expertise, logistics infrastructure, and functional specialists to accelerate commercialization, illustrated by portfolio companies such as Outrider in autonomous yard logistics and Dragos in industrial cybersecurity.",Koch,United States,,,Koch,
Kärcher New Venture,https://www.kaercher.com/int/inside-kaercher/company/innovation/new-ventures.html,"Kärcher New Venture is the corporate venture unit of Alfred Kärcher SE & Co. KG, investing in startups that expand the parent’s future cleaning business and help reshape the cleaning industry alongside Kärcher. It targets smart cleaning innovations, artificial intelligence, robotics and automation, alternative cleaning methods, and digital or sharing-led business models that transform how cleaning solutions reach customers.

The team pairs startup agility with Kärcher’s global expertise, infrastructure, and customer base—acting as both investor and pilot customer while running more than 15 annual pilot projects across corporate functions to embed new technologies. Portfolio examples include InOrbit’s robot management platform, Peanut Robotics’ cleaning robots, and Tulu’s app-based rental service that extend Kärcher’s offerings into emerging usage models.",Kärcher,Germany,,,Kärcher,Digital Climate Infrastructure
Obratori,https://obratori.com,"Obratori is the seed investment fund of L'Occitane Group that partners with entrepreneurs to launch high-potential innovation with a better-for-people-and-planet mission, investing financial and human capital at pre-seed and seed stages.

The fund targets consumer innovations spanning well-being, food and beverage, and fashion, extends to new technologies such as retailtech, B2B SaaS, and e-health, and pursues deeptech and green tech plays in packaging, ingredients, health, and industrial decarbonization.

Obratori takes minority stakes, supports fundraising alone or alongside co-investors, mobilizes public-aid experts, and accelerates access to its strategic network while giving founders cosmetic research labs and a 950 m2 coworking space in Marseille to prototype and grow. Representative portfolio examples include Bocoloco's reuse technology, ClearDrop/ClearSolar's surface-cleaning acoustics, Plasana Medical's cold-plasma wound care, and Sweetech's oligosaccharide bioproduction.",L'Occitane Group,France,,,L'Occitane Group,
BOLD Business Opportunities for L'Oréal Development,https://www.lorealboldventures.com/,"L’Oréal Groupe operates BOLD (Business Opportunities for L’Oréal Development) as its corporate venture capital arm, taking minority stakes in high-growth beauty innovators to expand the parent company’s open innovation strategy and support its goal of reinventing the beauty value chain for the long term.

The fund concentrates on four evergreen verticals—beauty brands, beauty platforms, tech for beauty and science for beauty—investing in new marketing, research, digital, retail, communication, supply chain and packaging models while backing green science and biotech solutions that advance L’Oréal’s sustainability agenda.

BOLD delivers more than capital by offering startups access to L’Oréal’s global network, mentorship, expert guidance, partnership tools and beauty know-how; its portfolio illustrates this with investments in social commerce specialist Replika Software, water-efficient technology pioneer Gjosa and metaverse infrastructure builder Digital Village, each collaborating with the Group to scale strategic pilots.",L'Oréal,France,,,L'Oréal,Industrial Decarbonization
LBBW Venture Capital,http://www.lbbwvc.de,"LBBW Venture Capital is the corporate venture unit of Landesbank Baden-Württemberg, established in 1998 to invest in early-stage disruptive IT and life science companies across the DACH region, typically joining seed through Series A rounds on behalf of the bank.

The firm targets digital transformation themes encompassing software-driven enterprise IT, IoT, Industry 4.0, AI/ML, and big data applications across sectors such as mobility, manufacturing, energy, and cleantech, alongside life science and healthtech innovations in drug development, diagnostics, MedTech, and healthcare IT, and fintech solutions that digitize or reinvent financial services.

By investing with LBBW's balance sheet, the CVC can take a long-term view supportive of early innovations and draws on experienced sector specialists to help founders turn ideas into reality; portfolio examples include 3YOURMIND, Meshcapade, and Code Intelligence.",Landesbank Baden-Württemberg,Germany,1.0,Landesbank Baden-Wuerttemberg,Landesbank Baden-Wuerttemberg,Building Efficiency & Electrification
LenX,https://www.lenx.com/about-us,"LenX is the corporate venture arm of Lennar Corporation, leveraging the homebuilder’s scale to invest in technology companies that reimagine the end-to-end homebuyer journey while keeping ownership attainable and neighborhoods more sustainable. With a strategy focused on innovations directly adjacent to Lennar’s core operations, it prioritizes digital customer experiences, construction technologies, and home energy and comfort solutions that can be integrated into new communities nationwide.

LenX pairs capital with hands-on mentorship from Lennar leaders and gives startups a marquee opportunity to deploy products to Lennar customers, helping them scale faster on a national homebuilding platform. Portfolio examples include ICON’s 3D-printed construction technologies and Dandelion Energy’s geothermal heating and cooling systems, both backed to accelerate advanced building methods and efficient home infrastructure.",Lennar,United States,,,Lennar,
LG Technology Ventures,http://www.lgtechventures.com,"LG Technology Ventures is the venture capital investment arm of the LG Group, launched in 2018 in Silicon Valley to identify startups that can become future growth engines alongside LG Electronics, LG Chem, LG Energy Solution, LG Display, LG Innotek, LG Uplus, and LG CNS.

The fund targets early- and growth-stage companies in artificial intelligence, mobility, advanced materials, life sciences, next-generation displays, mobile, 5G, biotech, and cleantech.

Beyond capital, LG Technology Ventures provides portfolio companies with access to knowledge and opportunities across LG Group’s global network and fosters strategic partnerships with LG affiliates; representative investments include Anthropic, ConnectDER, and May Mobility.",LG Group,South Korea,,,LG Group,Digital Climate Infrastructure
Liberty Global Ventures,https://www.libertyglobal.com,"Liberty Global Ventures serves as Liberty Global’s $3 billion growth investment arm, managing around 70 companies across technology, media/content, and infrastructure to extend the parent’s broadband and mobile platforms into adjacent markets that deliver sustained value creation.

The unit concentrates on infrastructure plays such as AtlasEdge, EdgeConneX, and energy transition ventures Egg and Believ; media/content holdings spanning ITV, Lionsgate, Televisa Univision, and a majority stake in Formula E; and technology investments in disruptive, scalable startups where typical $5–10 million checks support offerings that complement Liberty Global’s networks while forging commercial relationships with its operating companies as a long-term, founder-friendly partner.

Illustrative portfolio companies include Plume’s smart home platform, EdgeConneX’s edge data centres, Formula E’s electric racing series, and Egg/Believ’s clean energy and EV charging businesses, reflecting the breadth of Liberty Global Ventures’ strategic reach.",Liberty Global,United Kingdom,,,Liberty Global,
LPC Ventures,https://lpc-ventures.com,"LPC Ventures is the corporate venture arm of Lincoln Property Company, created to invest in innovations that strengthen the firm's real estate platform and give tenants direct access to new property solutions.

The unit prioritizes data platforms, healthcare offerings, novel operating models, and sustainability software that can elevate building performance and support Lincoln's ESG ambitions.

It partners with startups by piloting their services across Lincoln-managed assets, such as deploying Amenify's managed service teams in over 130 communities, and has backed companies including Measurabl and Equiem to deepen ESG analytics and tenant engagement capabilities.",Lincoln Property Company,United States,1.0,Lincoln Property Company,Lincoln Property Company,
Lockheed Martin Ventures,http://www.lockheedmartin.com/us/who-we-are/lockheed-martin-ventures.html,"Lockheed Martin Ventures is the corporate venture arm of Lockheed Martin Corporation, making strategic investments in companies developing cutting-edge technologies that reinforce the parent’s core businesses and open new markets for defense innovation and 21st Century Security solutions.

The unit prioritizes startups advancing artificial intelligence, autonomy and robotics, cybersecurity, human performance, advanced materials and manufacturing, next-generation electronics, power and propulsion, quantum technologies, sensor innovation, signals and communications technologies, space systems, and synthetic biology, aligning its portfolio with Lockheed Martin’s multi-domain mission needs.

Beyond capital, Lockheed Martin Ventures connects founders with the parent company’s engineering talent, technologies, research assets, and global business and supply chain relationships, and convenes programs such as its annual Demo Day to foster collaboration with Lockheed Martin teams and government stakeholders; representative investments include Terran Orbital’s nanosatellite production platform and Ocean Aero’s autonomous maritime systems, underscoring a focus on space and unmanned capabilities.",Lockheed Martin Corporation,United States,1.0,Lockheed Martin Corporation,Lockheed Martin Corporation,Digital Climate Infrastructure
LOTTE Ventures,http://lotteventures.com/main,"LOTTE Ventures operates as LOTTE Group’s corporate venture capital arm, discovering, investing in, and scaling innovative startups while orchestrating open-innovation programs that link entrepreneurs with the conglomerate’s affiliates across each growth stage.

The unit prioritizes biotech collaborations supported by LOTTE Biologics’ CDMO capabilities, robotics that modernize the group’s supply chain, and advanced businesses such as space-related applications that draw on LOTTE’s materials expertise, signaling a thesis built around strategic adjacencies where the parent can contribute domain assets.

Startups receive L-CAMP support packages covering legal, accounting, and tax advisory, global IT infrastructure credits, founder development via L-School, affiliate go-to-market partnerships, and follow-on investor matchmaking, tying entrepreneurs deeply into LOTTE’s ecosystem; illustrative investments include Viewmagine’s drone-based infrastructure inspections and Robros’ humanoid robotics, both aligned with those focus areas.",LOTTE Group,South Korea,,,LOTTE Group,"Carbon Management & Markets, Energy & Grid, Industrial Decarbonization"
Macquarie Capital,https://www.macquarie.com/au/en/about/news/2019/macquarie-capital-venture-studio-announces-commitments-in-three-infratech-companies.html,"Macquarie Capital’s venture capital arm sits within Macquarie Group and invests its balance-sheet capital to back early-stage internet and software companies in Australia, Europe, Israel, and the United Kingdom, helping founders turn sector innovation into global businesses with real-world impact.

Its priority themes span software-driven plays in cybersecurity, compliance, regulatory technology, artificial intelligence, and food services, with a focus on revenue-generating startups ready to scale internationally.

The team provides flexible capital that can lead funding rounds throughout a company’s lifecycle and connects founders to Macquarie’s global network of internal specialists and external partners such as entrepreneurs, co-investors, and advisers; representative portfolio companies highlighted by the group include BioCatch, D-ID, and RecordPoint.",Macquarie Capital,Australia,,,Macquarie Capital,
Magna Technology Investments,https://www.magna.com/company/magna-technology-investments,"Magna Technology Investments is the corporate venture arm embedded within Magna International, pursuing partnerships with startups that can accelerate Magna’s mobility strategy and benefit from its global scale in manufacturing and operations.

The team prioritizes innovations in advanced manufacturing such as robotics, quality inspection, and data-driven processes; materials including sustainable composites and recyclability; mobility models spanning new form factors, services, and public transportation; electrification technologies from inverters to charging infrastructure; and ADAS/automated driving capabilities like next-generation sensors, operating systems, and advanced compute.

Magna supports portfolio companies through a staged engagement model that routes founders through its investment team, introduces Magna subject-matter experts, and co-develops partnership structures, ultimately offering access to global engineering talent, extensive manufacturing capacity, and OEM relationships; representative investments include Populus AI’s digital mobility management tools and Sanctuary AI’s general-purpose robotics platform.",Magna International,Canada,,,Magna International,
Companion Fund,https://www.mars.com,"Companion Fund is the corporate venture program of Mars Petcare, partnering with Digitalis Ventures to back startups that advance the lives of pets, their owners, and veterinarians through breakthrough science, technology, and design. The fund prioritizes innovations in veterinary diagnostics, veterinary medicine, information technologies, online platforms, digital health, diagnostics, nutrition, and services across the animal health ecosystem.

Portfolio companies gain capital plus access to Mars Petcare’s global network—including connected businesses, data resources, and go-to-market channels—to accelerate business development and bring solutions from concept to households. The Companion Fund’s published investments span companies such as Smalls, MySimplePetLab, and Scratch, illustrating its focus on novel nutrition, diagnostics, and pet care services.",Mars Petcare,United States,,,Mars Petcare,
Marubeni Ventures,https://www.marubeni.com,"Marubeni Ventures Inc. is the corporate venture capital arm of Marubeni Corporation, established to contribute to the growth of startups creating next-generation businesses by mobilizing the Marubeni Group’s collective strengths, trust and global relationships.

The unit invests globally in mid-to-late stage companies with innovative business models or technologies that can open “white spaces” for Marubeni and develop next-generation consumer services aligned with future group businesses.

It supports founders by channeling Marubeni’s knowledge, networks and business assets to accelerate portfolio expansion, illustrated by backing LPIXEL’s AI diagnostic platform and River’s electric scooter manufacturing scale-up with Marubeni Group expertise.",Marubeni,Japan,,,Marubeni,
MassMutual Ventures,http://www.massmutualventures.com/,"MassMutual Ventures is the corporate venture capital arm of Massachusetts Mutual Life Insurance Company, investing to build category-defining technology businesses by providing capital, connections, and expertise. The firm prioritizes enterprise SaaS, fintech, cybersecurity, healthtech, climate technology, and data analytics startups that deliver differentiated technology and scalable business models.

Portfolio companies gain access to MassMutual’s real estate holdings, renewable energy assets, and internal network of later-stage equity and debt funds, extending support beyond capital. Representative investments include climate financing platform Crux, smart building operator Runwise, care coordination company Watershed Health, and User Adaptive Risk Management provider Dune Security.",MassMutual,United States,,,MassMutual,
Mastercard,https://www.mastercard.com/global/en/business/fintech/fintech-programs/startpath.html,"Mastercard operates Start Path as its corporate venture and startup engagement arm to back solutions that advance the company’s payments ecosystem, targeting domains such as blockchain and digital assets, emerging fintech infrastructure, open finance, small business enablement, acceptance, and sustainability-oriented circular commerce innovations that align with Mastercard’s strategy.

The program offers startups dedicated support, access to Mastercard’s global network of customers and partners, and a committed fund for strategic equity investment, giving portfolio companies commercialization pathways alongside mentorship and tailored pilots. Mastercard has invested in cohorts that include digital asset specialists like GK8, Mintable, and Taurus to advance safer, scalable cryptoeconomy solutions alongside the core business.",Mastercard,United States,,,Mastercard,
Mercado Libre Fund (MELI),https://mercadolibre.com/fund,"Mercado Libre Fund is the corporate venture capital arm of Mercado Libre, backing technology ventures that democratize commerce and financial services across Latin America and deepen the parent company’s e-commerce and fintech ecosystem. It targets startups that enhance online experiences through artificial intelligence, blockchain, anti-fraud, insurance, logistics, and digital finance innovations, deploying tailored Business Development and Opportunities investment paths to align with Mercado Libre business units.

Beyond capital, the fund opens access to Mercado Libre’s products, specialist teams, distribution channels, and potential strategic customer relationships, assigns dedicated internal sponsors, and stages knowledge-sharing forums to speed portfolio growth with operational support from the broader platform.",MercadoLibre,Argentina,,,MercadoLibre,
Mercedes-Benz Mobility Investments,https://group.mercedes-benz.com,"Mercedes-Benz Mobility Investments sits within Mercedes-Benz Mobility AG and uses strategic investments and joint ventures to extend the parent’s financing, leasing, charging and urban mobility services so they reflect customers' evolving mobility needs worldwide, with portfolio management led from Mercedes-Benz Mobility Services to steward these stakes.

Its mandate centers on platforms that make mobility seamless and electric, including multimodal ride-hailing via FREE NOW, premium chauffeur and ride services such as StarRides and Blacklane, and charging infrastructure developer Digital Charging Solutions (CHARGE NOW), alongside climate-neutral mobility offerings like Bolt.

Mercedes-Benz Mobility backs partners by co-developing services and infrastructure—illustrated by high-power charging build-outs operated with MN8 Energy and by the STARTUP AUTOBAHN program that rapidly connects high-tech startups with Mercedes-Benz experts for pilot collaborations—helping portfolio companies scale through the automaker's customer base; representative holdings include FREE NOW, StarRides, CHARGE NOW and Blacklane.",Mercedes-Benz Group,Germany,,,Mercedes-Benz Group,Digital Climate Infrastructure
M Ventures,https://www.m-ventures.com/,"Merck KGaA, Darmstadt, Germany’s strategic corporate venture arm M Ventures pursues an evergreen mandate to back innovations in healthcare drug development, life science tools, electronics, and frontier technology & sustainability that reinforce the parent’s core business pillars. It invests globally with dual strategic and financial focus to advance solutions that treat challenging diseases, empower scientists, and transform information processing and sustainable technologies.

The fund takes an active role alongside entrepreneurs and co-investors to translate innovation toward commercial success, with portfolio founders citing hands-on support, access to Merck’s expert networks, and help assembling investment syndicates. Illustrative investments include LabGenius in therapeutic antibody discovery, MemryX in edge AI processors, and Neurable in brain-computer interface applications.","Merck KGaA, Darmstadt, Germany",Germany,,,"Merck KGaA, Darmstadt, Germany",
Mercy Corps Ventures,https://www.mercycorpsventures.vc,"Mercy Corps Ventures is the impact investing arm of global development agency Mercy Corps, advancing venture-led solutions to strengthen the resilience of underserved communities by investing in adaptive agriculture and food systems, inclusive climate fintech, and other climate-smart technologies in emerging markets.

Through its Venture Platform, the CVC combines structured engagements, bespoke advisory, ecosystem networks, and knowledge resources to help portfolio companies scale their impact, product, fundraising, and leadership capabilities, while the Venture Lab co-designs and funds pilots to test and de-risk cutting-edge technologies alongside the core organization. Representative investments include PowerLabs, which is reimagining distributed solar infrastructure for Nigerian businesses, and Poás Bioenergy, which converts tropical agricultural waste into biochar and clean energy for Latin American supply chains.",Mercy Corps,United States,1.0,Mercy Corps,Mercy Corps,"Energy & Grid, Circular Economy"
M12,https://m12.vc,"M12 is Microsoft's venture fund, created to accelerate the future of technology through investments, insights, and close partnership with the broader Microsoft ecosystem for promising startups that align with the parent company's strategic priorities.

The fund concentrates on startups advancing cloud infrastructure, enterprise applications, developer tools, deep tech and AI, cybersecurity, and Web3 + gaming, reflecting a thesis built around Microsoft's enterprise and next-generation computing opportunities.

Beyond capital, M12 connects founders with Microsoft's tools, services, and expertise and extends strategic go-to-market relationships to help them scale, with recent case studies highlighting collaboration with portfolio companies such as Inworld and Space and Time.",Microsoft,United States,,,Microsoft,
The Microsoft Climate Innovation Fund,https://www.microsoft.com/en-us/corporate-responsibility/sustainability/climate-innovation-fund,"Microsoft established the Climate Innovation Fund to accelerate climate technologies that help fulfill its carbon negative 2030 commitment, deploying equity and debt into high-impact solutions that align with its core business and extend benefits to underserved regions.

The fund concentrates on scaling carbon dioxide removal, advanced energy systems, low-carbon building materials, and sustainable fuels, while also backing nature-based carbon removal such as regenerative agriculture carbon markets.

Beyond capital, it couples investments with Microsoft demand signals, co-investor partnerships, and project financing to unlock pilots and infrastructure pathways, with illustrative support for companies like KOKO Networks, Utilidata, and Stegra (formerly H2 Green Steel).",Microsoft,United States,,,Microsoft,
Diamond Edge Ventures,https://diamondedgeventures.com/,"Diamond Edge Ventures is the corporate venture capital arm of Mitsubishi Chemical Group, backing startups that can transform the parent’s core markets and future businesses.

Its investment themes span electric vehicle and mobility technologies, advanced and lightweight materials, polymers and coatings, electronics and semiconductors, health and medical devices, food ingredients and packaging, green materials and renewable energy, and advanced manufacturing.

The fund supports portfolio companies by opening pathways to co-development and commercialization with Mitsubishi Chemical Group business units, and its holdings cover domains such as additive manufacturing tooling, carbon fiber energy transfer materials, sustainable food packaging, plant-based protein solutions, and carbon fiber recycling.",Mitsubishi Chemical Group,Japan,,,Mitsubishi Chemical Group,
ME Innovation Fund,https://www.mitsubishielectric.com/cvc/,"Mitsubishi Electric Corporation partners with Global Brain to run the ME Innovation Fund, bridging the group's businesses with startups to co-create solutions across twelve core domains spanning energy systems, transportation, factory automation, building systems, space, and other digital and green innovation priorities.

The fund couples investment with Mitsubishi Electric's operational assets, offering business knowledge, management support, and technology collaboration so portfolio companies can pilot and scale offerings alongside the parent enterprise.

Illustrative deployments include backing Pente Networks to expand enterprise private LTE/5G services, Archeda to apply satellite data for carbon-credit monitoring, and Pale Blue to advance water-based propulsion for small satellites, highlighting its focus on digital infrastructure and sustainable space technologies.",Mitsubishi Electric,Japan,,,Mitsubishi Electric,
Bricks Fund Tokyo,https://bricks-fundtokyo.com/,"Bricks Fund Tokyo is Mitsubishi Estate Group's corporate venture capital platform, created to co-create growth industries by backing entrepreneurs tackling social issues and industrial transformation with long-term strategic support.

It concentrates on three investment themes—new lifestyles, paradigm shifts in established industries, and sustainability—while scanning focus areas such as commerce, mobility and logistics, SaaS, fintech, Web3, climate tech, social impact solutions, entertainment, proptech, cybersecurity, food and agriculture, plus healthcare and biotech.

The fund follows a startup-first engagement model that pairs capital with medium- to long-term partnerships, offering Mitsubishi Estate's assets for pilots, access to corporate, government, and academic networks, demonstration environments across Marunouchi, and cross-industry communities; portfolio examples it showcases include Mellow, IVRy, VALT JAPAN, MOSH, and Uptime AI.",Mitsubishi Estate,Japan,,,Mitsubishi Estate,"Industrial Decarbonization, Mobility & Logistics, Building Efficiency & Electrification"
MHI Innovation Fund,https://www.mhi.com,"MHI Innovation Fund operates under Mitsubishi Heavy Industries’ Mission Net Zero strategy, using startup partnerships to reinforce decarbonization capabilities across the group’s energy, infrastructure, and industrial businesses.

It prioritizes energy-transition themes such as clean hydrogen production and geologic hydrogen exploration, long-duration energy storage hardware and analytics, and low-carbon fuels synthesized from bioethanol, as seen in investments spanning Electric Hydrogen, Koloma, e-Zinc, Element Energy, and iPEACE223.

Beyond capital, the fund pairs investments with joint development agreements and access to MHI’s engineering resources—illustrated by its MOU with Element Energy to co-create behind-the-meter power solutions—and readies portfolio companies such as Electric Hydrogen, Element Energy, e-Zinc, and iPEACE223 to pilot offerings through the parent’s global value chains.",Mitsubishi Heavy Industries,Japan,,,Mitsubishi Heavy Industries,
MUFG Innovation Partners,http://www.mufg.jp,"MUFG Innovation Partners (MUIP) is the corporate venture capital arm of Mitsubishi UFJ Financial Group, formed to transform finance with innovative startups while advancing MUFG’s open innovation strategy to expand access to financial services.

MUIP focuses on startups shaping the future of financial services across lending, payments, wealth and asset management, capital markets, banking software, vertical software, sustainability, and broader discovery initiatives that create new offerings and improve existing processes.

MUIP acts as a gateway for startups to collaborate with MUFG business units and corporate clients through triple-win open innovation programs and global business partnerships. Recent examples include Auxia’s AI marketing platform, which moved from proof-of-concept to service launch with MUFG Bank’s Money Canvas, and MUFG group companies working with Kasanare to apply enterprise-grade generative AI solutions.",Mitsubishi UFJ Financial Group (MUFG),Japan,,,Mitsubishi UFJ Financial Group (MUFG),
Mitsui Kinzoku-SBI Material Innovation Fund,https://www.mitsui-kinzoku.co.jp/mlab/en/cvc/,"Mitsui Mining & Smelting Co., Ltd. (Mitsui Kinzoku) runs the Mitsui Kinzoku-SBI Material Innovation Fund with SBI Investment to back ventures that create synergies with its existing and new businesses, advancing the parent’s mission to build sustainable new businesses by integrating external partners with its material expertise.

The fund prioritizes startups in environment & energy, life sciences, and next-generation electronics, pursuing co-creation by combining Mitsui Kinzoku’s core technologies, know-how, and channels with partner capabilities to open new markets.

Illustrative investments include Microwave Chemical, Atomis, Forge Nano, and Advano, highlighting its materials-focused portfolio across Japan and overseas.",Mitsui Kinzoku,Japan,,,Mitsui Kinzoku,
